,CA,FT,CrT,CoT,GCT,BT,FPC
9/4/2050 2:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 3:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 4:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 5:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 6:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 7:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 8:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 9:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
9/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 0:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 1:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 2:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 3:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 4:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 5:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 6:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 7:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 8:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 9:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
10/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 0:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 1:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 2:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 3:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 4:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 5:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 6:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 7:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 8:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 9:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
11/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 0:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 1:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 2:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 3:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 4:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 5:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 6:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 7:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 8:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 9:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
12/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
13/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
14/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
15/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
16/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
17/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
18/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
19/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
20/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
21/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
22/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
23/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 17:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 18:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 19:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 20:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 21:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 22:00,-886,-579,-14114,-25832,-9756,-79072,0
24/4/2050 23:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 00:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 01:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 02:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 03:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 04:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 05:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 06:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 07:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 08:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 09:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 10:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 11:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 12:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 13:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 14:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 15:00,-886,-579,-14114,-25832,-9756,-79072,0
25/4/2050 16:00,-886,-579,-14114,-25832,-9756,-79072,0
