,CA,FT,CrT,CoT,GCT,BT,FPC
18/3/2050 15:00,0,0,0,0,0,0,0
18/3/2050 16:00,0,0,0,0,0,0,0
18/3/2050 17:00,0,0,0,0,0,0,0
18/3/2050 18:00,0,0,0,0,0,0,0
18/3/2050 19:00,0,0,0,0,0,0,0
18/3/2050 20:00,0,0,0,0,0,0,0
18/3/2050 21:00,0,0,0,0,0,0,0
18/3/2050 22:00,0,0,0,0,0,0,0
18/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
19/3/2050 00:00,0,0,0,0,0,0,0
19/3/2050 01:00,0,0,0,0,0,0,0
19/3/2050 02:00,0,0,0,0,0,0,0
19/3/2050 03:00,0,0,0,0,0,0,0
19/3/2050 04:00,0,0,0,0,0,0,0
19/3/2050 05:00,0,0,0,0,0,0,0
19/3/2050 06:00,0,0,0,0,0,0,0
19/3/2050 07:00,0,0,0,0,0,0,0
19/3/2050 08:00,0,0,0,0,0,0,0
19/3/2050 09:00,0,0,0,0,0,0,0
19/3/2050 10:00,0,0,0,0,0,0,0
19/3/2050 11:00,0,0,0,0,0,0,0
19/3/2050 12:00,0,0,0,0,0,0,0
19/3/2050 13:00,0,0,0,0,0,0,0
19/3/2050 14:00,0,0,0,0,0,0,0
19/3/2050 15:00,0,0,0,0,0,0,0
19/3/2050 16:00,0,0,0,0,0,0,0
19/3/2050 17:00,0,0,0,0,0,0,0
19/3/2050 18:00,0,0,0,0,0,0,0
19/3/2050 19:00,0,0,0,0,0,0,0
19/3/2050 20:00,0,0,0,0,0,0,0
19/3/2050 21:00,0,0,0,0,0,0,0
19/3/2050 22:00,0,0,0,0,0,0,0
19/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
20/3/2050 00:00,0,0,0,0,0,0,0
20/3/2050 01:00,0,0,0,0,0,0,0
20/3/2050 02:00,0,0,0,0,0,0,0
20/3/2050 03:00,0,0,0,0,0,0,0
20/3/2050 04:00,0,0,0,0,0,0,0
20/3/2050 05:00,0,0,0,0,0,0,0
20/3/2050 06:00,0,0,0,0,0,0,0
20/3/2050 07:00,0,0,0,0,0,0,0
20/3/2050 08:00,0,0,0,0,0,0,0
20/3/2050 09:00,0,0,0,0,0,0,0
20/3/2050 10:00,0,0,0,0,0,0,0
20/3/2050 11:00,0,0,0,0,0,0,0
20/3/2050 12:00,0,0,0,0,0,0,0
20/3/2050 13:00,0,0,0,0,0,0,0
20/3/2050 14:00,0,0,0,0,0,0,0
20/3/2050 15:00,0,0,0,0,0,0,0
20/3/2050 16:00,0,0,0,0,0,0,0
20/3/2050 17:00,0,0,0,0,0,0,0
20/3/2050 18:00,0,0,0,0,0,0,0
20/3/2050 19:00,0,0,0,0,0,0,0
20/3/2050 20:00,0,0,0,0,0,0,0
20/3/2050 21:00,0,0,0,0,0,0,0
20/3/2050 22:00,0,0,0,0,0,0,0
20/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
21/3/2050 00:00,0,0,0,0,0,0,0
21/3/2050 01:00,0,0,0,0,0,0,0
21/3/2050 02:00,0,0,0,0,0,0,0
21/3/2050 03:00,0,0,0,0,0,0,0
21/3/2050 04:00,0,0,0,0,0,0,0
21/3/2050 05:00,0,0,0,0,0,0,0
21/3/2050 06:00,0,0,0,0,0,0,0
21/3/2050 07:00,0,0,0,0,0,0,0
21/3/2050 08:00,0,0,0,0,0,0,0
21/3/2050 09:00,0,0,0,0,0,0,0
21/3/2050 10:00,0,0,0,0,0,0,0
21/3/2050 11:00,0,0,0,0,0,0,0
21/3/2050 12:00,0,0,0,0,0,0,0
21/3/2050 13:00,0,0,0,0,0,0,0
21/3/2050 14:00,0,0,0,0,0,0,0
21/3/2050 15:00,0,0,0,0,0,0,0
21/3/2050 16:00,0,0,0,0,0,0,0
21/3/2050 17:00,0,0,0,0,0,0,0
21/3/2050 18:00,0,0,0,0,0,0,0
21/3/2050 19:00,0,0,0,0,0,0,0
21/3/2050 20:00,0,0,0,0,0,0,0
21/3/2050 21:00,0,0,0,0,0,0,0
21/3/2050 22:00,0,0,0,0,0,0,0
21/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
22/3/2050 00:00,0,0,0,0,0,0,0
22/3/2050 01:00,0,0,0,0,0,0,0
22/3/2050 02:00,0,0,0,0,0,0,0
22/3/2050 03:00,0,0,0,0,0,0,0
22/3/2050 04:00,0,0,0,0,0,0,0
22/3/2050 05:00,0,0,0,0,0,0,0
22/3/2050 06:00,0,0,0,0,0,0,0
22/3/2050 07:00,0,0,0,0,0,0,0
22/3/2050 08:00,0,0,0,0,0,0,0
22/3/2050 09:00,0,0,0,0,0,0,0
22/3/2050 10:00,0,0,0,0,0,0,0
22/3/2050 11:00,0,0,0,0,0,0,0
22/3/2050 12:00,0,0,0,0,0,0,0
22/3/2050 13:00,0,0,0,0,0,0,0
22/3/2050 14:00,0,0,0,0,0,0,0
22/3/2050 15:00,0,0,0,0,0,0,0
22/3/2050 16:00,0,0,0,0,0,0,0
22/3/2050 17:00,0,0,0,0,0,0,0
22/3/2050 18:00,0,0,0,0,0,0,0
22/3/2050 19:00,0,0,0,0,0,0,0
22/3/2050 20:00,0,0,0,0,0,0,0
22/3/2050 21:00,0,0,0,0,0,0,0
22/3/2050 22:00,0,0,0,0,0,0,0
22/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
23/3/2050 00:00,0,0,0,0,0,0,0
23/3/2050 01:00,0,0,0,0,0,0,0
23/3/2050 02:00,0,0,0,0,0,0,0
23/3/2050 03:00,0,0,0,0,0,0,0
23/3/2050 04:00,0,0,0,0,0,0,0
23/3/2050 05:00,0,0,0,0,0,0,0
23/3/2050 06:00,0,0,0,0,0,0,0
23/3/2050 07:00,0,0,0,0,0,0,0
23/3/2050 08:00,0,0,0,0,0,0,0
23/3/2050 09:00,0,0,0,0,0,0,0
23/3/2050 10:00,0,0,0,0,0,0,0
23/3/2050 11:00,0,0,0,0,0,0,0
23/3/2050 12:00,0,0,0,0,0,0,0
23/3/2050 13:00,0,0,0,0,0,0,0
23/3/2050 14:00,0,0,0,0,0,0,0
23/3/2050 15:00,0,0,0,0,0,0,0
23/3/2050 16:00,0,0,0,0,0,0,0
23/3/2050 17:00,0,0,0,0,0,0,0
23/3/2050 18:00,0,0,0,0,0,0,0
23/3/2050 19:00,0,0,0,0,0,0,0
23/3/2050 20:00,0,0,0,0,0,0,0
23/3/2050 21:00,0,0,0,0,0,0,0
23/3/2050 22:00,0,0,0,0,0,0,0
23/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
24/3/2050 00:00,0,0,0,0,0,0,0
24/3/2050 01:00,0,0,0,0,0,0,0
24/3/2050 02:00,0,0,0,0,0,0,0
24/3/2050 03:00,0,0,0,0,0,0,0
24/3/2050 04:00,0,0,0,0,0,0,0
24/3/2050 05:00,0,0,0,0,0,0,0
24/3/2050 06:00,0,0,0,0,0,0,0
24/3/2050 07:00,0,0,0,0,0,0,0
24/3/2050 08:00,0,0,0,0,0,0,0
24/3/2050 09:00,0,0,0,0,0,0,0
24/3/2050 10:00,0,0,0,0,0,0,0
24/3/2050 11:00,0,0,0,0,0,0,0
24/3/2050 12:00,0,0,0,0,0,0,0
24/3/2050 13:00,0,0,0,0,0,0,0
24/3/2050 14:00,0,0,0,0,0,0,0
24/3/2050 15:00,0,0,0,0,0,0,0
24/3/2050 16:00,0,0,0,0,0,0,0
24/3/2050 17:00,0,0,0,0,0,0,0
24/3/2050 18:00,0,0,0,0,0,0,0
24/3/2050 19:00,0,0,0,0,0,0,0
24/3/2050 20:00,0,0,0,0,0,0,0
24/3/2050 21:00,0,0,0,0,0,0,0
24/3/2050 22:00,0,0,0,0,0,0,0
24/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
25/3/2050 00:00,0,0,0,0,0,0,0
25/3/2050 01:00,0,0,0,0,0,0,0
25/3/2050 02:00,0,0,0,0,0,0,0
25/3/2050 03:00,0,0,0,0,0,0,0
25/3/2050 04:00,0,0,0,0,0,0,0
25/3/2050 05:00,0,0,0,0,0,0,0
25/3/2050 06:00,0,0,0,0,0,0,0
25/3/2050 07:00,0,0,0,0,0,0,0
25/3/2050 08:00,0,0,0,0,0,0,0
25/3/2050 09:00,0,0,0,0,0,0,0
25/3/2050 10:00,0,0,0,0,0,0,0
25/3/2050 11:00,0,0,0,0,0,0,0
25/3/2050 12:00,0,0,0,0,0,0,0
25/3/2050 13:00,0,0,0,0,0,0,0
25/3/2050 14:00,0,0,0,0,0,0,0
25/3/2050 15:00,0,0,0,0,0,0,0
25/3/2050 16:00,0,0,0,0,0,0,0
25/3/2050 17:00,0,0,0,0,0,0,0
25/3/2050 18:00,0,0,0,0,0,0,0
25/3/2050 19:00,0,0,0,0,0,0,0
25/3/2050 20:00,0,0,0,0,0,0,0
25/3/2050 21:00,0,0,0,0,0,0,0
25/3/2050 22:00,0,0,0,0,0,0,0
25/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
26/3/2050 00:00,0,0,0,0,0,0,0
26/3/2050 01:00,0,0,0,0,0,0,0
26/3/2050 02:00,0,0,0,0,0,0,0
26/3/2050 03:00,0,0,0,0,0,0,0
26/3/2050 04:00,0,0,0,0,0,0,0
26/3/2050 05:00,0,0,0,0,0,0,0
26/3/2050 06:00,0,0,0,0,0,0,0
26/3/2050 07:00,0,0,0,0,0,0,0
26/3/2050 08:00,0,0,0,0,0,0,0
26/3/2050 09:00,0,0,0,0,0,0,0
26/3/2050 10:00,0,0,0,0,0,0,0
26/3/2050 11:00,0,0,0,0,0,0,0
26/3/2050 12:00,0,0,0,0,0,0,0
26/3/2050 13:00,0,0,0,0,0,0,0
26/3/2050 14:00,0,0,0,0,0,0,0
26/3/2050 15:00,0,0,0,0,0,0,0
26/3/2050 16:00,0,0,0,0,0,0,0
26/3/2050 17:00,0,0,0,0,0,0,0
26/3/2050 18:00,0,0,0,0,0,0,0
26/3/2050 19:00,0,0,0,0,0,0,0
26/3/2050 20:00,0,0,0,0,0,0,0
26/3/2050 21:00,0,0,0,0,0,0,0
26/3/2050 22:00,0,0,0,0,0,0,0
26/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
27/3/2050 00:00,0,0,0,0,0,0,0
27/3/2050 01:00,0,0,0,0,0,0,0
27/3/2050 02:00,0,0,0,0,0,0,0
27/3/2050 03:00,0,0,0,0,0,0,0
27/3/2050 04:00,0,0,0,0,0,0,0
27/3/2050 05:00,0,0,0,0,0,0,0
27/3/2050 06:00,0,0,0,0,0,0,0
27/3/2050 07:00,0,0,0,0,0,0,0
27/3/2050 08:00,0,0,0,0,0,0,0
27/3/2050 09:00,0,0,0,0,0,0,0
27/3/2050 10:00,0,0,0,0,0,0,0
27/3/2050 11:00,0,0,0,0,0,0,0
27/3/2050 12:00,0,0,0,0,0,0,0
27/3/2050 13:00,0,0,0,0,0,0,0
27/3/2050 14:00,0,0,0,0,0,0,0
27/3/2050 15:00,0,0,0,0,0,0,0
27/3/2050 16:00,0,0,0,0,0,0,0
27/3/2050 17:00,0,0,0,0,0,0,0
27/3/2050 18:00,0,0,0,0,0,0,0
27/3/2050 19:00,0,0,0,0,0,0,0
27/3/2050 20:00,0,0,0,0,0,0,0
27/3/2050 21:00,0,0,0,0,0,0,0
27/3/2050 22:00,0,0,0,0,0,0,0
27/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
28/3/2050 00:00,0,0,0,0,0,0,0
28/3/2050 01:00,0,0,0,0,0,0,0
28/3/2050 02:00,0,0,0,0,0,0,0
28/3/2050 03:00,0,0,0,0,0,0,0
28/3/2050 04:00,0,0,0,0,0,0,0
28/3/2050 05:00,0,0,0,0,0,0,0
28/3/2050 06:00,0,0,0,0,0,0,0
28/3/2050 07:00,0,0,0,0,0,0,0
28/3/2050 08:00,0,0,0,0,0,0,0
28/3/2050 09:00,0,0,0,0,0,0,0
28/3/2050 10:00,0,0,0,0,0,0,0
28/3/2050 11:00,0,0,0,0,0,0,0
28/3/2050 12:00,0,0,0,0,0,0,0
28/3/2050 13:00,0,0,0,0,0,0,0
28/3/2050 14:00,0,0,0,0,0,0,0
28/3/2050 15:00,0,0,0,0,0,0,0
28/3/2050 16:00,0,0,0,0,0,0,0
28/3/2050 17:00,0,0,0,0,0,0,0
28/3/2050 18:00,0,0,0,0,0,0,0
28/3/2050 19:00,0,0,0,0,0,0,0
28/3/2050 20:00,0,0,0,0,0,0,0
28/3/2050 21:00,0,0,0,0,0,0,0
28/3/2050 22:00,0,0,0,0,0,0,0
28/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
29/3/2050 00:00,0,0,0,0,0,0,0
29/3/2050 01:00,0,0,0,0,0,0,0
29/3/2050 02:00,0,0,0,0,0,0,0
29/3/2050 03:00,0,0,0,0,0,0,0
29/3/2050 04:00,0,0,0,0,0,0,0
29/3/2050 05:00,0,0,0,0,0,0,0
29/3/2050 06:00,0,0,0,0,0,0,0
29/3/2050 07:00,0,0,0,0,0,0,0
29/3/2050 08:00,0,0,0,0,0,0,0
29/3/2050 09:00,0,0,0,0,0,0,0
29/3/2050 10:00,0,0,0,0,0,0,0
29/3/2050 11:00,0,0,0,0,0,0,0
29/3/2050 12:00,0,0,0,0,0,0,0
29/3/2050 13:00,0,0,0,0,0,0,0
29/3/2050 14:00,0,0,0,0,0,0,0
29/3/2050 15:00,0,0,0,0,0,0,0
29/3/2050 16:00,0,0,0,0,0,0,0
29/3/2050 17:00,0,0,0,0,0,0,0
29/3/2050 18:00,0,0,0,0,0,0,0
29/3/2050 19:00,0,0,0,0,0,0,0
29/3/2050 20:00,0,0,0,0,0,0,0
29/3/2050 21:00,0,0,0,0,0,0,0
29/3/2050 22:00,0,0,0,0,0,0,0
29/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
30/3/2050 00:00,0,0,0,0,0,0,0
30/3/2050 01:00,0,0,0,0,0,0,0
30/3/2050 02:00,0,0,0,0,0,0,0
30/3/2050 03:00,0,0,0,0,0,0,0
30/3/2050 04:00,0,0,0,0,0,0,0
30/3/2050 05:00,0,0,0,0,0,0,0
30/3/2050 06:00,0,0,0,0,0,0,0
30/3/2050 07:00,0,0,0,0,0,0,0
30/3/2050 08:00,0,0,0,0,0,0,0
30/3/2050 09:00,0,0,0,0,0,0,0
30/3/2050 10:00,0,0,0,0,0,0,0
30/3/2050 11:00,0,0,0,0,0,0,0
30/3/2050 12:00,0,0,0,0,0,0,0
30/3/2050 13:00,0,0,0,0,0,0,0
30/3/2050 14:00,0,0,0,0,0,0,0
30/3/2050 15:00,0,0,0,0,0,0,0
30/3/2050 16:00,0,0,0,0,0,0,0
30/3/2050 17:00,0,0,0,0,0,0,0
30/3/2050 18:00,0,0,0,0,0,0,0
30/3/2050 19:00,0,0,0,0,0,0,0
30/3/2050 20:00,0,0,0,0,0,0,0
30/3/2050 21:00,0,0,0,0,0,0,0
30/3/2050 22:00,0,0,0,0,0,0,0
30/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
31/3/2050 00:00,0,0,0,0,0,0,0
31/3/2050 01:00,0,0,0,0,0,0,0
31/3/2050 02:00,0,0,0,0,0,0,0
31/3/2050 03:00,0,0,0,0,0,0,0
31/3/2050 04:00,0,0,0,0,0,0,0
31/3/2050 05:00,0,0,0,0,0,0,0
31/3/2050 06:00,0,0,0,0,0,0,0
31/3/2050 07:00,0,0,0,0,0,0,0
31/3/2050 08:00,0,0,0,0,0,0,0
31/3/2050 09:00,0,0,0,0,0,0,0
31/3/2050 10:00,0,0,0,0,0,0,0
31/3/2050 11:00,0,0,0,0,0,0,0
31/3/2050 12:00,0,0,0,0,0,0,0
31/3/2050 13:00,0,0,0,0,0,0,0
31/3/2050 14:00,0,0,0,0,0,0,0
31/3/2050 15:00,0,0,0,0,0,0,0
31/3/2050 16:00,0,0,0,0,0,0,0
31/3/2050 17:00,0,0,0,0,0,0,0
31/3/2050 18:00,0,0,0,0,0,0,0
31/3/2050 19:00,0,0,0,0,0,0,0
31/3/2050 20:00,0,0,0,0,0,0,0
31/3/2050 21:00,0,0,0,0,0,0,0
31/3/2050 22:00,0,0,0,0,0,0,0
31/3/2050 23:00,0,-192710,-756774,-1209815374,-189975671,-1236017078,0
1/4/2050 0:00,0,0,0,0,0,0,0
1/4/2050 1:00,0,0,0,0,0,0,0
1/4/2050 2:00,0,0,0,0,0,0,0
1/4/2050 3:00,0,0,0,0,0,0,0
1/4/2050 4:00,0,0,0,0,0,0,0
1/4/2050 5:00,0,0,0,0,0,0,0
1/4/2050 6:00,0,0,0,0,0,0,0
1/4/2050 7:00,0,0,0,0,0,0,0
1/4/2050 8:00,0,0,0,0,0,0,0
1/4/2050 9:00,0,0,0,0,0,0,0
1/4/2050 10:00,0,0,0,0,0,0,0
1/4/2050 11:00,0,0,0,0,0,0,0
1/4/2050 12:00,0,0,0,0,0,0,0
1/4/2050 13:00,0,0,0,0,0,0,0
1/4/2050 14:00,0,0,0,0,0,0,0
1/4/2050 15:00,0,0,0,0,0,0,0
1/4/2050 16:00,0,0,0,0,0,0,0
1/4/2050 17:00,0,0,0,0,0,0,0
1/4/2050 18:00,0,0,0,0,0,0,0
1/4/2050 19:00,0,0,0,0,0,0,0
1/4/2050 20:00,0,0,0,0,0,0,0
1/4/2050 21:00,0,0,0,0,0,0,0
1/4/2050 22:00,0,0,0,0,0,0,0
1/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
2/4/2050 0:00,0,0,0,0,0,0,0
2/4/2050 1:00,0,0,0,0,0,0,0
2/4/2050 2:00,0,0,0,0,0,0,0
2/4/2050 3:00,0,0,0,0,0,0,0
2/4/2050 4:00,0,0,0,0,0,0,0
2/4/2050 5:00,0,0,0,0,0,0,0
2/4/2050 6:00,0,0,0,0,0,0,0
2/4/2050 7:00,0,0,0,0,0,0,0
2/4/2050 8:00,0,0,0,0,0,0,0
2/4/2050 9:00,0,0,0,0,0,0,0
2/4/2050 10:00,0,0,0,0,0,0,0
2/4/2050 11:00,0,0,0,0,0,0,0
2/4/2050 12:00,0,0,0,0,0,0,0
2/4/2050 13:00,0,0,0,0,0,0,0
2/4/2050 14:00,0,0,0,0,0,0,0
2/4/2050 15:00,0,0,0,0,0,0,0
2/4/2050 16:00,0,0,0,0,0,0,0
2/4/2050 17:00,0,0,0,0,0,0,0
2/4/2050 18:00,0,0,0,0,0,0,0
2/4/2050 19:00,0,0,0,0,0,0,0
2/4/2050 20:00,0,0,0,0,0,0,0
2/4/2050 21:00,0,0,0,0,0,0,0
2/4/2050 22:00,0,0,0,0,0,0,0
2/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
3/4/2050 0:00,0,0,0,0,0,0,0
3/4/2050 1:00,0,0,0,0,0,0,0
3/4/2050 2:00,0,0,0,0,0,0,0
3/4/2050 3:00,0,0,0,0,0,0,0
3/4/2050 4:00,0,0,0,0,0,0,0
3/4/2050 5:00,0,0,0,0,0,0,0
3/4/2050 6:00,0,0,0,0,0,0,0
3/4/2050 7:00,0,0,0,0,0,0,0
3/4/2050 8:00,0,0,0,0,0,0,0
3/4/2050 9:00,0,0,0,0,0,0,0
3/4/2050 10:00,0,0,0,0,0,0,0
3/4/2050 11:00,0,0,0,0,0,0,0
3/4/2050 12:00,0,0,0,0,0,0,0
3/4/2050 13:00,0,0,0,0,0,0,0
3/4/2050 14:00,0,0,0,0,0,0,0
3/4/2050 15:00,0,0,0,0,0,0,0
3/4/2050 16:00,0,0,0,0,0,0,0
3/4/2050 17:00,0,0,0,0,0,0,0
3/4/2050 18:00,0,0,0,0,0,0,0
3/4/2050 19:00,0,0,0,0,0,0,0
3/4/2050 20:00,0,0,0,0,0,0,0
3/4/2050 21:00,0,0,0,0,0,0,0
3/4/2050 22:00,0,0,0,0,0,0,0
3/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
4/4/2050 0:00,0,0,0,0,0,0,0
4/4/2050 1:00,0,0,0,0,0,0,0
4/4/2050 2:00,0,0,0,0,0,0,0
4/4/2050 3:00,0,0,0,0,0,0,0
4/4/2050 4:00,0,0,0,0,0,0,0
4/4/2050 5:00,0,0,0,0,0,0,0
4/4/2050 6:00,0,0,0,0,0,0,0
4/4/2050 7:00,0,0,0,0,0,0,0
4/4/2050 8:00,0,0,0,0,0,0,0
4/4/2050 9:00,0,0,0,0,0,0,0
4/4/2050 10:00,0,0,0,0,0,0,0
4/4/2050 11:00,0,0,0,0,0,0,0
4/4/2050 12:00,0,0,0,0,0,0,0
4/4/2050 13:00,0,0,0,0,0,0,0
4/4/2050 14:00,0,0,0,0,0,0,0
4/4/2050 15:00,0,0,0,0,0,0,0
4/4/2050 16:00,0,0,0,0,0,0,0
4/4/2050 17:00,0,0,0,0,0,0,0
4/4/2050 18:00,0,0,0,0,0,0,0
4/4/2050 19:00,0,0,0,0,0,0,0
4/4/2050 20:00,0,0,0,0,0,0,0
4/4/2050 21:00,0,0,0,0,0,0,0
4/4/2050 22:00,0,0,0,0,0,0,0
4/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
5/4/2050 0:00,0,0,0,0,0,0,0
5/4/2050 1:00,0,0,0,0,0,0,0
5/4/2050 2:00,0,0,0,0,0,0,0
5/4/2050 3:00,0,0,0,0,0,0,0
5/4/2050 4:00,0,0,0,0,0,0,0
5/4/2050 5:00,0,0,0,0,0,0,0
5/4/2050 6:00,0,0,0,0,0,0,0
5/4/2050 7:00,0,0,0,0,0,0,0
5/4/2050 8:00,0,0,0,0,0,0,0
5/4/2050 9:00,0,0,0,0,0,0,0
5/4/2050 10:00,0,0,0,0,0,0,0
5/4/2050 11:00,0,0,0,0,0,0,0
5/4/2050 12:00,0,0,0,0,0,0,0
5/4/2050 13:00,0,0,0,0,0,0,0
5/4/2050 14:00,0,0,0,0,0,0,0
5/4/2050 15:00,0,0,0,0,0,0,0
5/4/2050 16:00,0,0,0,0,0,0,0
5/4/2050 17:00,0,0,0,0,0,0,0
5/4/2050 18:00,0,0,0,0,0,0,0
5/4/2050 19:00,0,0,0,0,0,0,0
5/4/2050 20:00,0,0,0,0,0,0,0
5/4/2050 21:00,0,0,0,0,0,0,0
5/4/2050 22:00,0,0,0,0,0,0,0
5/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
6/4/2050 0:00,0,0,0,0,0,0,0
6/4/2050 1:00,0,0,0,0,0,0,0
6/4/2050 2:00,0,0,0,0,0,0,0
6/4/2050 3:00,0,0,0,0,0,0,0
6/4/2050 4:00,0,0,0,0,0,0,0
6/4/2050 5:00,0,0,0,0,0,0,0
6/4/2050 6:00,0,0,0,0,0,0,0
6/4/2050 7:00,0,0,0,0,0,0,0
6/4/2050 8:00,0,0,0,0,0,0,0
6/4/2050 9:00,0,0,0,0,0,0,0
6/4/2050 10:00,0,0,0,0,0,0,0
6/4/2050 11:00,0,0,0,0,0,0,0
6/4/2050 12:00,0,0,0,0,0,0,0
6/4/2050 13:00,0,0,0,0,0,0,0
6/4/2050 14:00,0,0,0,0,0,0,0
6/4/2050 15:00,0,0,0,0,0,0,0
6/4/2050 16:00,0,0,0,0,0,0,0
6/4/2050 17:00,0,0,0,0,0,0,0
6/4/2050 18:00,0,0,0,0,0,0,0
6/4/2050 19:00,0,0,0,0,0,0,0
6/4/2050 20:00,0,0,0,0,0,0,0
6/4/2050 21:00,0,0,0,0,0,0,0
6/4/2050 22:00,0,0,0,0,0,0,0
6/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
7/4/2050 0:00,0,0,0,0,0,0,0
7/4/2050 1:00,0,0,0,0,0,0,0
7/4/2050 2:00,0,0,0,0,0,0,0
7/4/2050 3:00,0,0,0,0,0,0,0
7/4/2050 4:00,0,0,0,0,0,0,0
7/4/2050 5:00,0,0,0,0,0,0,0
7/4/2050 6:00,0,0,0,0,0,0,0
7/4/2050 7:00,0,0,0,0,0,0,0
7/4/2050 8:00,0,0,0,0,0,0,0
7/4/2050 9:00,0,0,0,0,0,0,0
7/4/2050 10:00,0,0,0,0,0,0,0
7/4/2050 11:00,0,0,0,0,0,0,0
7/4/2050 12:00,0,0,0,0,0,0,0
7/4/2050 13:00,0,0,0,0,0,0,0
7/4/2050 14:00,0,0,0,0,0,0,0
7/4/2050 15:00,0,0,0,0,0,0,0
7/4/2050 16:00,0,0,0,0,0,0,0
7/4/2050 17:00,0,0,0,0,0,0,0
7/4/2050 18:00,0,0,0,0,0,0,0
7/4/2050 19:00,0,0,0,0,0,0,0
7/4/2050 20:00,0,0,0,0,0,0,0
7/4/2050 21:00,0,0,0,0,0,0,0
7/4/2050 22:00,0,0,0,0,0,0,0
7/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
8/4/2050 0:00,0,0,0,0,0,0,0
8/4/2050 1:00,0,0,0,0,0,0,0
8/4/2050 2:00,0,0,0,0,0,0,0
8/4/2050 3:00,0,0,0,0,0,0,0
8/4/2050 4:00,0,0,0,0,0,0,0
8/4/2050 5:00,0,0,0,0,0,0,0
8/4/2050 6:00,0,0,0,0,0,0,0
8/4/2050 7:00,0,0,0,0,0,0,0
8/4/2050 8:00,0,0,0,0,0,0,0
8/4/2050 9:00,0,0,0,0,0,0,0
8/4/2050 10:00,0,0,0,0,0,0,0
8/4/2050 11:00,0,0,0,0,0,0,0
8/4/2050 12:00,0,0,0,0,0,0,0
8/4/2050 13:00,0,0,0,0,0,0,0
8/4/2050 14:00,0,0,0,0,0,0,0
8/4/2050 15:00,0,0,0,0,0,0,0
8/4/2050 16:00,0,0,0,0,0,0,0
8/4/2050 17:00,0,0,0,0,0,0,0
8/4/2050 18:00,0,0,0,0,0,0,0
8/4/2050 19:00,0,0,0,0,0,0,0
8/4/2050 20:00,0,0,0,0,0,0,0
8/4/2050 21:00,0,0,0,0,0,0,0
8/4/2050 22:00,0,0,0,0,0,0,0
8/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
9/4/2050 0:00,0,0,0,0,0,0,0
9/4/2050 1:00,0,0,0,0,0,0,0
9/4/2050 2:00,0,0,0,0,0,0,0
9/4/2050 3:00,0,0,0,0,0,0,0
9/4/2050 4:00,0,0,0,0,0,0,0
9/4/2050 5:00,0,0,0,0,0,0,0
9/4/2050 6:00,0,0,0,0,0,0,0
9/4/2050 7:00,0,0,0,0,0,0,0
9/4/2050 8:00,0,0,0,0,0,0,0
9/4/2050 9:00,0,0,0,0,0,0,0
9/4/2050 10:00,0,0,0,0,0,0,0
9/4/2050 11:00,0,0,0,0,0,0,0
9/4/2050 12:00,0,0,0,0,0,0,0
9/4/2050 13:00,0,0,0,0,0,0,0
9/4/2050 14:00,0,0,0,0,0,0,0
9/4/2050 15:00,0,0,0,0,0,0,0
9/4/2050 16:00,0,0,0,0,0,0,0
9/4/2050 17:00,0,0,0,0,0,0,0
9/4/2050 18:00,0,0,0,0,0,0,0
9/4/2050 19:00,0,0,0,0,0,0,0
9/4/2050 20:00,0,0,0,0,0,0,0
9/4/2050 21:00,0,0,0,0,0,0,0
9/4/2050 22:00,0,0,0,0,0,0,0
9/4/2050 23:00,0,-143067,-1771000,-1219064906,-191428113,-1245466933,0
10/4/2050 0:00,0,0,0,0,0,0,0
10/4/2050 1:00,0,0,0,0,0,0,0
10/4/2050 2:00,0,0,0,0,0,0,0
10/4/2050 3:00,0,0,0,0,0,0,0
10/4/2050 4:00,0,0,0,0,0,0,0
10/4/2050 5:00,0,0,0,0,0,0,0
10/4/2050 6:00,0,0,0,0,0,0,0
